,Date,Close,Close_benchmark
0,1986-03-13,,0.0
1,1986-03-14,,0.0
2,1986-03-17,,0.0
3,1986-03-18,,0.0
4,1986-03-19,,0.0
5,1986-03-20,,0.0
6,1986-03-21,,0.0
7,1986-03-24,,0.0
8,1986-03-25,,0.0
9,1986-03-26,,0.0
10,1986-03-27,,0.0
11,1986-03-31,,0.0
12,1986-04-01,,0.0
13,1986-04-02,,0.0
14,1986-04-03,,0.0
15,1986-04-04,,0.0
16,1986-04-07,,0.0
17,1986-04-08,,0.0
18,1986-04-09,,0.0
19,1986-04-10,,0.0
20,1986-04-11,,0.0
21,1986-04-14,,0.0
22,1986-04-15,,0.0
23,1986-04-16,,0.0
24,1986-04-17,,0.0
25,1986-04-18,,0.0
26,1986-04-21,,0.0
27,1986-04-22,,0.0
28,1986-04-23,,0.0
29,1986-04-24,,0.0
30,1986-04-25,,0.0
31,1986-04-28,,0.0
32,1986-04-29,,0.0
33,1986-04-30,,0.0
34,1986-05-01,,0.0
35,1986-05-02,,0.0
36,1986-05-05,,0.0
37,1986-05-06,,0.0
38,1986-05-07,,0.0
39,1986-05-08,,0.0
40,1986-05-09,,0.0
41,1986-05-12,,0.0
42,1986-05-13,,0.0
43,1986-05-14,,0.0
44,1986-05-15,,0.0
45,1986-05-16,,0.0
46,1986-05-19,,0.0
47,1986-05-20,,0.0
48,1986-05-21,,0.0
49,1986-05-22,,0.0
50,1986-05-23,,0.0
51,1986-05-27,,0.0
52,1986-05-28,,0.0
53,1986-05-29,,0.0
54,1986-05-30,,0.0
55,1986-06-02,,0.0
56,1986-06-03,,0.0
57,1986-06-04,,0.0
58,1986-06-05,,0.0
59,1986-06-06,,0.0
60,1986-06-09,,0.0
61,1986-06-10,,0.0
62,1986-06-11,,0.0
63,1986-06-12,,0.0
64,1986-06-13,,0.0
65,1986-06-16,,0.0
66,1986-06-17,,0.0
67,1986-06-18,,0.0
68,1986-06-19,,0.0
69,1986-06-20,,0.0
70,1986-06-23,,0.0
71,1986-06-24,,0.0
72,1986-06-25,,0.0
73,1986-06-26,,0.0
74,1986-06-27,,0.0
75,1986-06-30,,0.0
76,1986-07-01,,0.0
77,1986-07-02,,0.0
78,1986-07-03,,0.0
79,1986-07-07,,0.0
80,1986-07-08,,0.0
81,1986-07-09,,0.0
82,1986-07-10,,0.0
83,1986-07-11,,0.0
84,1986-07-14,,0.0
85,1986-07-15,,0.0
86,1986-07-16,,0.0
87,1986-07-17,,0.0
88,1986-07-18,,0.0
89,1986-07-21,,0.0
90,1986-07-22,,0.0
91,1986-07-23,,0.0
92,1986-07-24,,0.0
93,1986-07-25,,0.0
94,1986-07-28,,0.0
95,1986-07-29,,0.0
96,1986-07-30,,0.0
97,1986-07-31,,0.0
98,1986-08-01,,0.0
99,1986-08-04,,0.0
100,1986-08-05,,0.0
101,1986-08-06,,0.0
102,1986-08-07,,0.0
103,1986-08-08,,0.0
104,1986-08-11,,0.0
105,1986-08-12,,0.0
106,1986-08-13,,0.0
107,1986-08-14,,0.0
108,1986-08-15,,0.0
109,1986-08-18,,0.0
110,1986-08-19,,0.0
111,1986-08-20,,0.0
112,1986-08-21,,0.0
113,1986-08-22,,0.0
114,1986-08-25,,0.0
115,1986-08-26,,0.0
116,1986-08-27,,0.0
117,1986-08-28,,0.0
118,1986-08-29,,0.0
119,1986-09-02,,0.0
120,1986-09-03,,0.0
121,1986-09-04,,0.0
122,1986-09-05,,0.0
123,1986-09-08,,0.0
124,1986-09-09,,0.0
125,1986-09-10,0.36673829754437376,0.0
126,1986-09-11,0.3715627710912116,0.0
127,1986-09-12,0.37001482923971407,0.0
128,1986-09-15,0.37005738725039555,0.0
129,1986-09-16,0.36826890373177285,0.0
130,1986-09-17,0.3692000541060421,0.0
131,1986-09-18,0.3673244112490357,0.0
132,1986-09-19,0.36512801662805855,0.0
133,1986-09-22,0.36301908617376655,0.0
134,1986-09-23,0.36280567406545666,0.0
135,1986-09-24,0.36125573239683606,0.0
136,1986-09-25,0.3617263560244773,0.0
137,1986-09-26,0.36146805402932114,0.0
138,1986-09-29,0.3631555614022735,0.0
139,1986-09-30,0.36294763452265355,0.0
140,1986-10-01,0.36297526850372486,0.0
141,1986-10-02,0.36297526850372486,0.0
142,1986-10-03,0.36222954475361846,0.0
143,1986-10-06,0.3789430326925635,0.0
144,1986-10-07,0.37916700193354946,0.0
145,1986-10-08,0.38092983912567807,0.0
